"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"41686.9273621";"Velocidade média (GPS)";"29.845560920836213";"km/h";"-22.58629669";"-43.28324957";
"41688.1605087";"Altitude (GPS)";"15.733642578125";"m";"-22.58634282";"-43.28316778";
"41688.1605087";"Velocidade (GPS)";"28.512000274658202";"km/h";"-22.58634282";"-43.28316778";
"41688.1605087";"Velocidade média (GPS)";"29.825390855893062";"km/h";"-22.58634282";"-43.28316778";
"41689.415893";"Altitude (GPS)";"15.919189453125";"m";"-22.58640068";"-43.28307861";
"41689.415893";"Velocidade (GPS)";"31.212000274658205";"km/h";"-22.58640068";"-43.28307861";
"41689.415893";"Velocidade média (GPS)";"29.846440341876843";"km/h";"-22.58640068";"-43.28307861";
"41690.6667276";"Altitude (GPS)";"15.945556640625";"m";"-22.58646011";"-43.28298491";
"41690.6667276";"Velocidade (GPS)";"30.67200164794922";"km/h";"-22.58646011";"-43.28298491";
"41690.6667276";"Velocidade média (GPS)";"29.858740499000508";"km/h";"-22.58646011";"-43.28298491";
"41691.9243312";"Altitude (GPS)";"16.2896728515625";"m";"-22.58651608";"-43.28289929";
"41691.9243312";"Velocidade (GPS)";"29.663999176025392";"km/h";"-22.58651608";"-43.28289929";
"41691.9243312";"Velocidade média (GPS)";"29.855866282604076";"km/h";"-22.58651608";"-43.28289929";
"41693.185895";"Altitude (GPS)";"16.52435302734375";"m";"-22.58657225";"-43.28281486";
"41693.185895";"Velocidade (GPS)";"29.916001510620116";"km/h";"-22.58657225";"-43.28281486";
"41693.185895";"Velocidade média (GPS)";"29.85674363687642";"km/h";"-22.58657225";"-43.28281486";
"41694.4345221";"Altitude (GPS)";"16.490966796875";"m";"-22.5866196";"-43.28272848";
"41694.4345221";"Velocidade (GPS)";"28.512000274658202";"km/h";"-22.5866196";"-43.28272848";
"41694.4345221";"Velocidade média (GPS)";"29.8376020171835";"km/h";"-22.5866196";"-43.28272848";
"41695.6855662";"Altitude (GPS)";"16.97857666015625";"m";"-22.58667817";"-43.28265282";
"41695.6855662";"Velocidade (GPS)";"30.56399917602539";"km/h";"-22.58667817";"-43.28265282";
"41695.6855662";"Velocidade média (GPS)";"29.84781632706969";"km/h";"-22.58667817";"-43.28265282";
"41696.9554705";"Altitude (GPS)";"17.38873291015625";"m";"-22.58674328";"-43.28257148";
"41696.9554705";"Velocidade (GPS)";"32.651998901367186";"km/h";"-22.58674328";"-43.28257148";
"41696.9554705";"Velocidade média (GPS)";"29.887293560418705";"km/h";"-22.58674328";"-43.28257148";
"41698.1951997";"Altitude (GPS)";"17.5614013671875";"m";"-22.58682274";"-43.28251529";
"41698.1951997";"Velocidade (GPS)";"28.296000480651855";"km/h";"-22.58682274";"-43.28251529";
"41698.1951997";"Velocidade média (GPS)";"29.865736952786325";"km/h";"-22.58682274";"-43.28251529";
"41699.4364052";"Altitude (GPS)";"16.6961669921875";"m";"-22.5869062";"-43.28247663";
"41699.4364052";"Velocidade (GPS)";"29.304001235961916";"km/h";"-22.5869062";"-43.28247663";
"41699.4364052";"Velocidade média (GPS)";"29.858217199352612";"km/h";"-22.5869062";"-43.28247663";
"41700.6814077";"Altitude (GPS)";"15.6878662109375";"m";"-22.58699598";"-43.28244536";
"41700.6814077";"Velocidade (GPS)";"32.8319995880127";"km/h";"-22.58699598";"-43.28244536";
"41700.6814077";"Velocidade média (GPS)";"29.897618780776096";"km/h";"-22.58699598";"-43.28244536";
